config,ndcg,sim,popularity,item_collab,user_collab,trending,session
random,0.224319,0.4,0.009,0.008,0.306,0.037,0.241
random,0.224301,0.346,0.252,0.054,0.215,0.117,0.016
random,0.22425,0.421,0.21,0.059,0.221,0.002,0.087
random,0.224211,0.246,0.202,0.001,0.254,0.062,0.236
random,0.224197,0.249,0.183,0.13,0.148,0.159,0.132
random,0.224185,0.088,0.109,0.19,0.589,0.001,0.023
random,0.224179,0.144,0.516,0.005,0.119,0.03,0.186
random,0.224097,0.514,0.208,0.077,0.055,0.033,0.113
random,0.224089,0.425,0.111,0.027,0.16,0.064,0.214
random,0.224081,0.287,0.361,0.178,0.008,0.103,0.063
random,0.224045,0.586,0.23,0.003,0.081,0.02,0.08
random,0.224043,0.155,0.403,0.069,0.099,0.185,0.089
random,0.224023,0.042,0.173,0.142,0.633,0.007,0.003
random,0.224019,0.374,0.087,0.02,0.151,0.145,0.223
random,0.223883,0.265,0.096,0.022,0.427,0.153,0.038
random,0.22386,0.471,0.111,0.006,0.342,0.036,0.034
random,0.223856,0.313,0.306,0.02,0.009,0.156,0.196
random,0.223824,0.17,0.071,0.074,0.37,0.135,0.18
random,0.223783,0.221,0.162,0.02,0.304,0.197,0.096
random,0.223741,0.418,0.194,0.191,0.132,0.027,0.038
random,0.223678,0.307,0.199,0.024,0.299,0.123,0.048
random,0.223655,0.293,0.197,0.068,0.243,0.155,0.044
random,0.223643,0.248,0.159,0.261,0.189,0.117,0.026
random,0.223588,0.422,0.282,0.01,0.197,0.072,0.016
random,0.223562,0.37,0.105,0.015,0.241,0.122,0.146
random,0.223485,0.361,0.106,0.098,0.288,0.038,0.109
random,0.223456,0.153,0.161,0.114,0.308,0.123,0.14
random,0.223432,0.302,0.057,0.031,0.476,0.128,0.007
random,0.223431,0.356,0.391,0.169,0.006,0.02,0.059
random,0.223423,0.684,0.008,0.003,0.186,0.019,0.1
random,0.223408,0.209,0.071,0.123,0.401,0.048,0.148
random,0.223406,0.721,0.009,0.051,0.133,0.008,0.077
random,0.223381,0.539,0.217,0.08,0.049,0.016,0.099
random,0.223339,0.226,0.083,0.059,0.395,0.178,0.059
random,0.223259,0.341,0.105,0.12,0.137,0.224,0.073
random,0.223238,0.182,0.703,0.101,0.004,0.008,0.002
random,0.223201,0.309,0.412,0.202,0.019,0.034,0.024
random,0.223194,0.518,0.025,0.05,0.314,0.011,0.082
random,0.223174,0.488,0.176,0.154,0.097,0.011,0.075
random,0.223082,0.426,0.098,0.155,0.209,0.003,0.108
random,0.223078,0.391,0.077,0.209,0.283,0.009,0.031
random,0.223009,0.517,0.224,0.066,0.027,0.142,0.024
random,0.223002,0.613,0.069,0.004,0.165,0.131,0.018
random,0.222963,0.25,0.288,0.05,0.213,0.192,0.007
random,0.222878,0.068,0.011,0.011,0.715,0.059,0.137
random,0.222825,0.585,0.119,0.201,0.082,0.001,0.012
random,0.222755,0.468,0.008,0.047,0.358,0.108,0.01
random,0.222747,0.644,0.076,0.006,0.121,0.059,0.094
random,0.222702,0.299,0.189,0.001,0.35,0.16,0.0
random,0.222672,0.23,0.384,0.203,0.042,0.115,0.026
random,0.222642,0.319,0.014,0.001,0.5,0.143,0.023
random,0.222632,0.478,0.012,0.159,0.202,0.109,0.041
random,0.222627,0.229,0.075,0.192,0.279,0.186,0.039
random,0.222607,0.371,0.074,0.063,0.146,0.185,0.16
random,0.222606,0.43,0.215,0.104,0.191,0.045,0.014
random,0.222553,0.19,0.316,0.202,0.222,0.0,0.069
random,0.22255,0.443,0.18,0.003,0.216,0.15,0.009
random,0.222541,0.275,0.001,0.13,0.285,0.205,0.103
random,0.22251,0.189,0.499,0.014,0.047,0.185,0.067
random,0.22246,0.555,0.092,0.013,0.244,0.004,0.093
random,0.222457,0.359,0.182,0.287,0.058,0.044,0.07
random,0.222453,0.435,0.014,0.058,0.334,0.001,0.159
random,0.222435,0.28,0.035,0.0,0.327,0.109,0.248
random,0.222418,0.321,0.0,0.025,0.48,0.156,0.019
random,0.222395,0.231,0.138,0.037,0.309,0.057,0.228
random,0.222389,0.539,0.122,0.096,0.086,0.014,0.142
random,0.222338,0.514,0.101,0.034,0.291,0.036,0.024
random,0.222267,0.601,0.088,0.117,0.104,0.004,0.086
random,0.222249,0.558,0.01,0.028,0.277,0.08,0.047
random,0.222242,0.305,0.228,0.075,0.085,0.196,0.111
random,0.222237,0.599,0.037,0.134,0.098,0.034,0.099
random,0.222215,0.332,0.235,0.067,0.09,0.106,0.17
random,0.2222,0.541,0.087,0.002,0.214,0.142,0.015
random,0.222191,0.609,0.201,0.023,0.004,0.126,0.037
random,0.222168,0.353,0.147,0.286,0.008,0.033,0.175
random,0.222159,0.525,0.007,0.002,0.284,0.101,0.082
random,0.222158,0.046,0.004,0.039,0.742,0.065,0.104
random,0.222157,0.352,0.018,0.049,0.299,0.072,0.209
random,0.222137,0.582,0.043,0.03,0.19,0.143,0.013
random,0.222136,0.24,0.391,0.198,0.07,0.029,0.073
random,0.222121,0.434,0.075,0.134,0.034,0.038,0.284
random,0.22204,0.31,0.414,0.099,0.025,0.004,0.148
random,0.222022,0.465,0.029,0.064,0.213,0.202,0.026
random,0.221985,0.604,0.021,0.228,0.125,0.019,0.003
random,0.221976,0.406,0.096,0.286,0.043,0.009,0.16
random,0.221953,0.214,0.406,0.076,0.083,0.015,0.206
random,0.221947,0.256,0.14,0.083,0.249,0.218,0.055
random,0.221945,0.264,0.078,0.066,0.307,0.09,0.195
random,0.221937,0.322,0.008,0.144,0.221,0.197,0.108
random,0.221903,0.529,0.013,0.003,0.208,0.034,0.214
random,0.221898,0.272,0.005,0.166,0.398,0.021,0.138
random,0.221886,0.928,0.03,0.004,0.008,0.005,0.025
random,0.221872,0.481,0.012,0.413,0.068,0.006,0.021
random,0.221787,0.177,0.578,0.017,0.047,0.085,0.095
random,0.221756,0.263,0.028,0.158,0.309,0.222,0.021
random,0.221708,0.257,0.232,0.176,0.205,0.026,0.104
random,0.221678,0.351,0.154,0.06,0.293,0.123,0.019
random,0.221647,0.369,0.062,0.178,0.223,0.029,0.14
random,0.221635,0.374,0.001,0.081,0.292,0.027,0.224
random,0.221631,0.526,0.132,0.007,0.17,0.082,0.084
random,0.221624,0.352,0.022,0.173,0.28,0.058,0.115
random,0.22157,0.185,0.217,0.021,0.282,0.042,0.253
random,0.221562,0.363,0.006,0.061,0.284,0.086,0.199
random,0.221545,0.333,0.131,0.01,0.382,0.108,0.036
random,0.221518,0.742,0.055,0.008,0.001,0.186,0.008
random,0.221518,0.32,0.051,0.108,0.378,0.003,0.14
random,0.221465,0.195,0.276,0.221,0.183,0.08,0.045
random,0.221456,0.382,0.166,0.125,0.13,0.148,0.048
random,0.221406,0.242,0.017,0.03,0.483,0.19,0.038
random,0.221399,0.392,0.047,0.333,0.03,0.001,0.198
random,0.221381,0.132,0.55,0.099,0.119,0.094,0.006
random,0.221328,0.455,0.194,0.096,0.16,0.002,0.094
random,0.221324,0.302,0.341,0.128,0.03,0.048,0.15
random,0.221226,0.514,0.097,0.088,0.242,0.035,0.024
random,0.221211,0.696,0.048,0.073,0.053,0.128,0.002
random,0.221205,0.289,0.014,0.293,0.293,0.096,0.016
random,0.221174,0.207,0.021,0.115,0.453,0.185,0.018
random,0.22116,0.677,0.01,0.034,0.133,0.029,0.117
random,0.221154,0.394,0.175,0.117,0.136,0.171,0.008
random,0.221141,0.169,0.32,0.125,0.172,0.074,0.14
random,0.221125,0.369,0.168,0.091,0.178,0.188,0.005
random,0.22103,0.373,0.21,0.191,0.048,0.051,0.127
random,0.220958,0.42,0.197,0.007,0.28,0.003,0.093
random,0.220956,0.227,0.151,0.061,0.184,0.182,0.196
random,0.220873,0.214,0.287,0.013,0.211,0.004,0.272
random,0.220865,0.532,0.046,0.067,0.283,0.001,0.072
random,0.220856,0.651,0.042,0.072,0.063,0.131,0.04
random,0.220852,0.395,0.181,0.005,0.194,0.037,0.189
random,0.220842,0.147,0.196,0.152,0.24,0.14,0.125
random,0.220834,0.115,0.525,0.084,0.163,0.035,0.078
random,0.220806,0.292,0.06,0.043,0.415,0.17,0.02
random,0.220798,0.406,0.066,0.163,0.008,0.023,0.335
random,0.220744,0.768,0.042,0.021,0.045,0.112,0.011
random,0.220729,0.595,0.134,0.072,0.006,0.138,0.056
random,0.220687,0.512,0.173,0.074,0.146,0.004,0.091
random,0.220672,0.654,0.08,0.044,0.056,0.129,0.038
random,0.220652,0.188,0.378,0.007,0.168,0.023,0.236
random,0.220577,0.313,0.189,0.035,0.217,0.007,0.238
random,0.220571,0.562,0.164,0.071,0.009,0.175,0.019
random,0.220568,0.655,0.01,0.027,0.154,0.019,0.135
random,0.220559,0.277,0.253,0.067,0.086,0.208,0.11
random,0.220558,0.376,0.259,0.049,0.034,0.069,0.212
random,0.220553,0.351,0.0,0.249,0.044,0.072,0.285
random,0.220533,0.172,0.359,0.1,0.117,0.01,0.241
random,0.220529,0.324,0.274,0.037,0.1,0.17,0.096
random,0.220523,0.159,0.625,0.08,0.053,0.045,0.039
random,0.220517,0.522,0.014,0.054,0.194,0.076,0.141
random,0.220514,0.368,0.1,0.289,0.047,0.034,0.162
random,0.220513,0.135,0.151,0.008,0.445,0.159,0.102
random,0.220498,0.309,0.08,0.402,0.103,0.105,0.0
random,0.22047,0.704,0.013,0.001,0.077,0.059,0.146
random,0.220438,0.328,0.316,0.23,0.097,0.002,0.027
random,0.220401,0.479,0.185,0.313,0.006,0.0,0.016
random,0.220385,0.065,0.023,0.0,0.681,0.01,0.221
random,0.220348,0.048,0.053,0.065,0.682,0.029,0.123
random,0.220317,0.599,0.001,0.115,0.228,0.018,0.039
random,0.220301,0.255,0.219,0.467,0.04,0.01,0.01
random,0.220299,0.231,0.363,0.07,0.001,0.024,0.311
random,0.220291,0.353,0.137,0.022,0.219,0.01,0.26
random,0.220282,0.411,0.1,0.339,0.148,0.001,0.001
random,0.220265,0.315,0.174,0.162,0.04,0.05,0.259
random,0.22025,0.43,0.309,0.085,0.0,0.04,0.137
random,0.220225,0.664,0.253,0.025,0.0,0.0,0.058
random,0.220216,0.6,0.22,0.001,0.017,0.097,0.065
random,0.220209,0.493,0.071,0.16,0.04,0.06,0.176
random,0.220182,0.485,0.061,0.014,0.146,0.08,0.215
random,0.220168,0.318,0.017,0.027,0.352,0.041,0.246
random,0.220118,0.081,0.047,0.115,0.593,0.062,0.102
random,0.220102,0.267,0.046,0.072,0.362,0.024,0.228
random,0.220077,0.356,0.101,0.195,0.134,0.158,0.055
random,0.220067,0.609,0.101,0.018,0.124,0.147,0.0
random,0.220051,0.127,0.194,0.01,0.327,0.18,0.162
random,0.220032,0.468,0.048,0.122,0.17,0.183,0.008
random,0.220028,0.106,0.249,0.223,0.366,0.05,0.007
random,0.220013,0.296,0.28,0.003,0.037,0.183,0.2
random,0.22001,0.366,0.003,0.21,0.068,0.033,0.321
random,0.219994,0.575,0.004,0.011,0.144,0.038,0.228
random,0.219951,0.216,0.28,0.097,0.194,0.001,0.213
random,0.219942,0.479,0.208,0.016,0.099,0.0,0.198
random,0.219938,0.559,0.043,0.006,0.179,0.011,0.202
random,0.219934,0.609,0.198,0.138,0.018,0.019,0.018
random,0.21993,0.493,0.023,0.243,0.159,0.003,0.078
random,0.219912,0.421,0.047,0.194,0.159,0.141,0.039
random,0.219908,0.436,0.193,0.0,0.171,0.05,0.15
random,0.219883,0.204,0.318,0.393,0.022,0.049,0.014
random,0.219855,0.467,0.08,0.177,0.151,0.073,0.053
random,0.219817,0.426,0.249,0.028,0.147,0.06,0.09
random,0.219812,0.288,0.01,0.172,0.295,0.038,0.197
random,0.2198,0.344,0.327,0.111,0.024,0.001,0.193
random,0.219776,0.257,0.003,0.226,0.273,0.238,0.004
random,0.21972,0.084,0.33,0.19,0.385,0.01,0.001
random,0.219688,0.192,0.031,0.038,0.465,0.015,0.259
random,0.219686,0.397,0.121,0.182,0.017,0.051,0.231
random,0.219631,0.407,0.208,0.141,0.047,0.189,0.007
random,0.219613,0.556,0.045,0.031,0.212,0.057,0.098
random,0.219607,0.297,0.048,0.113,0.285,0.004,0.253
random,0.219607,0.379,0.139,0.219,0.001,0.014,0.248
random,0.219585,0.23,0.375,0.008,0.038,0.201,0.147
random,0.219584,0.275,0.016,0.006,0.274,0.233,0.196
random,0.219571,0.513,0.207,0.197,0.023,0.011,0.049
random,0.219522,0.179,0.375,0.0,0.117,0.112,0.217
random,0.21951,0.274,0.013,0.101,0.266,0.169,0.177
random,0.219497,0.711,0.037,0.097,0.03,0.116,0.009
random,0.219486,0.466,0.167,0.037,0.12,0.075,0.135
random,0.219485,0.509,0.21,0.0,0.214,0.018,0.048
random,0.219474,0.239,0.319,0.18,0.033,0.011,0.218
random,0.219436,0.434,0.199,0.076,0.026,0.17,0.095
random,0.219422,0.531,0.187,0.018,0.026,0.213,0.025
random,0.219385,0.613,0.233,0.008,0.018,0.009,0.12
random,0.219381,0.266,0.353,0.106,0.021,0.128,0.126
random,0.219329,0.209,0.072,0.116,0.274,0.169,0.159
random,0.219321,0.279,0.187,0.322,0.044,0.03,0.139
random,0.219308,0.456,0.028,0.018,0.135,0.115,0.247
random,0.219304,0.513,0.103,0.253,0.114,0.017,0.0
random,0.219271,0.283,0.056,0.178,0.306,0.005,0.172
random,0.219212,0.219,0.4,0.147,0.003,0.031,0.2
random,0.219206,0.419,0.234,0.195,0.03,0.007,0.116
random,0.2192,0.501,0.177,0.034,0.2,0.073,0.015
random,0.219185,0.614,0.086,0.227,0.038,0.0,0.035
random,0.219172,0.248,0.006,0.28,0.327,0.136,0.003
random,0.219124,0.816,0.004,0.017,0.047,0.086,0.029
random,0.219104,0.209,0.001,0.122,0.359,0.128,0.181
random,0.219098,0.563,0.006,0.016,0.126,0.174,0.115
random,0.219084,0.503,0.093,0.069,0.088,0.033,0.214
random,0.219058,0.411,0.055,0.221,0.027,0.096,0.19
random,0.219006,0.469,0.202,0.012,0.055,0.038,0.224
random,0.218933,0.358,0.094,0.232,0.007,0.041,0.267
random,0.218921,0.032,0.049,0.068,0.719,0.057,0.075
random,0.218915,0.658,0.108,0.179,0.016,0.007,0.031
random,0.218905,0.444,0.043,0.186,0.072,0.009,0.246
random,0.218886,0.795,0.011,0.006,0.071,0.005,0.111
random,0.218861,0.123,0.046,0.156,0.458,0.137,0.079
random,0.218855,0.718,0.036,0.016,0.051,0.142,0.037
random,0.218824,0.608,0.008,0.215,0.098,0.021,0.049
random,0.218816,0.081,0.017,0.003,0.66,0.0,0.238
random,0.21879,0.5,0.028,0.185,0.031,0.152,0.103
random,0.218773,0.209,0.007,0.015,0.366,0.206,0.197
random,0.218761,0.618,0.143,0.041,0.075,0.007,0.116
random,0.218761,0.04,0.026,0.002,0.744,0.018,0.17
random,0.218755,0.124,0.028,0.161,0.543,0.072,0.073
random,0.218752,0.382,0.111,0.294,0.179,0.027,0.006
random,0.218741,0.627,0.06,0.01,0.109,0.145,0.048
random,0.218689,0.566,0.129,0.147,0.049,0.097,0.012
random,0.218638,0.53,0.09,0.015,0.123,0.14,0.102
random,0.218627,0.667,0.024,0.259,0.002,0.001,0.047
random,0.218569,0.065,0.084,0.18,0.53,0.13,0.011
random,0.218553,0.179,0.295,0.286,0.219,0.004,0.017
random,0.218551,0.624,0.238,0.003,0.006,0.008,0.121
random,0.218497,0.634,0.118,0.187,0.007,0.001,0.054
content_only_ish,0.21849,0.85,0.05,0.0,0.0,0.05,0.05
random,0.218486,0.705,0.009,0.062,0.002,0.159,0.063
random,0.218463,0.286,0.183,0.123,0.012,0.076,0.321
random,0.218441,0.223,0.011,0.071,0.307,0.171,0.217
random,0.218422,0.131,0.322,0.184,0.137,0.174,0.051
random,0.218411,0.515,0.159,0.007,0.145,0.084,0.09
random,0.21841,0.346,0.07,0.476,0.014,0.02,0.073
random,0.218404,0.486,0.253,0.173,0.016,0.011,0.061
sim+session,0.218379,0.45,0.1,0.1,0.05,0.05,0.25
random,0.218374,0.54,0.03,0.042,0.276,0.014,0.097
random,0.218337,0.412,0.168,0.212,0.002,0.047,0.158
random,0.218307,0.387,0.288,0.165,0.005,0.0,0.154
random,0.218273,0.242,0.407,0.167,0.012,0.01,0.162
random,0.218247,0.599,0.066,0.021,0.042,0.009,0.263
random,0.218224,0.244,0.243,0.304,0.034,0.12,0.056
random,0.218213,0.689,0.013,0.103,0.099,0.0,0.096
random,0.218208,0.266,0.322,0.032,0.073,0.233,0.074
random,0.218189,0.37,0.201,0.041,0.207,0.179,0.001
random,0.218186,0.171,0.089,0.001,0.412,0.04,0.288
random,0.218101,0.459,0.131,0.286,0.001,0.028,0.094
random,0.218065,0.278,0.211,0.384,0.02,0.025,0.081
random,0.21806,0.503,0.071,0.023,0.094,0.123,0.186
random,0.218045,0.155,0.295,0.339,0.161,0.013,0.038
random,0.21803,0.209,0.325,0.254,0.072,0.086,0.053
random,0.218028,0.574,0.085,0.194,0.012,0.108,0.028
random,0.218026,0.312,0.261,0.233,0.054,0.035,0.104
random,0.218019,0.582,0.168,0.061,0.022,0.003,0.164
random,0.218001,0.336,0.243,0.106,0.15,0.006,0.158
random,0.217972,0.679,0.085,0.189,0.02,0.002,0.025
random,0.217934,0.079,0.24,0.061,0.418,0.126,0.076
random,0.217931,0.594,0.049,0.173,0.029,0.0,0.155
random,0.217931,0.655,0.119,0.194,0.021,0.003,0.008
random,0.217915,0.276,0.101,0.266,0.245,0.048,0.063
random,0.217912,0.559,0.003,0.107,0.153,0.018,0.16
random,0.21791,0.162,0.095,0.187,0.407,0.035,0.114
random,0.217908,0.303,0.078,0.042,0.33,0.199,0.048
random,0.217895,0.341,0.056,0.28,0.104,0.033,0.186
random,0.217876,0.236,0.284,0.123,0.045,0.218,0.094
random,0.217875,0.205,0.418,0.151,0.073,0.006,0.147
random,0.217862,0.38,0.152,0.167,0.054,0.024,0.224
random,0.21784,0.389,0.195,0.005,0.207,0.2,0.005
random,0.217836,0.429,0.091,0.279,0.123,0.018,0.059
random,0.217836,0.447,0.078,0.013,0.121,0.058,0.283
random,0.217831,0.493,0.219,0.013,0.074,0.199,0.001
random,0.217829,0.458,0.198,0.173,0.035,0.029,0.108
random,0.217827,0.47,0.027,0.397,0.031,0.071,0.004
random,0.217824,0.427,0.172,0.209,0.045,0.005,0.141
random,0.217793,0.383,0.011,0.054,0.198,0.213,0.139
random,0.217773,0.624,0.038,0.059,0.181,0.009,0.089
random,0.217771,0.383,0.043,0.273,0.253,0.003,0.045
random,0.217764,0.417,0.082,0.224,0.199,0.006,0.071
random,0.21774,0.155,0.554,0.072,0.008,0.136,0.075
random,0.217722,0.597,0.006,0.133,0.107,0.068,0.09
random,0.217625,0.473,0.061,0.041,0.189,0.218,0.017
random,0.217597,0.375,0.022,0.076,0.288,0.199,0.04
random,0.217593,0.308,0.301,0.005,0.077,0.152,0.158
random,0.217579,0.174,0.073,0.056,0.446,0.218,0.034
random,0.21755,0.189,0.309,0.356,0.123,0.022,0.001
random,0.217537,0.138,0.109,0.104,0.447,0.028,0.174
random,0.217505,0.32,0.025,0.025,0.193,0.146,0.291
random,0.217496,0.453,0.059,0.285,0.087,0.007,0.108
random,0.217478,0.563,0.079,0.118,0.002,0.113,0.125
random,0.217469,0.271,0.24,0.016,0.105,0.21,0.159
random,0.217451,0.598,0.067,0.028,0.172,0.017,0.118
random,0.217418,0.074,0.13,0.166,0.464,0.145,0.019
random,0.217404,0.647,0.002,0.013,0.126,0.01,0.202
random,0.21739,0.563,0.211,0.14,0.003,0.011,0.072
random,0.217373,0.557,0.006,0.321,0.042,0.005,0.069
random,0.217367,0.187,0.312,0.162,0.072,0.096,0.172
random,0.217362,0.321,0.033,0.076,0.344,0.193,0.032
random,0.217293,0.459,0.044,0.241,0.181,0.019,0.057
random,0.217293,0.2,0.506,0.002,0.014,0.042,0.236
random,0.217283,0.334,0.251,0.208,0.032,0.17,0.005
random,0.217266,0.333,0.077,0.436,0.016,0.007,0.131
random,0.217253,0.116,0.607,0.191,0.035,0.033,0.019
random,0.21725,0.322,0.212,0.277,0.065,0.048,0.076
random,0.217247,0.07,0.272,0.106,0.429,0.0,0.122
random,0.217197,0.187,0.193,0.054,0.174,0.162,0.229
random,0.217183,0.474,0.004,0.011,0.156,0.12,0.235
random,0.217162,0.269,0.04,0.044,0.409,0.011,0.228
random,0.217154,0.697,0.018,0.056,0.001,0.211,0.016
random,0.217151,0.509,0.034,0.017,0.297,0.001,0.144
random,0.217149,0.355,0.047,0.14,0.003,0.108,0.347
random,0.217131,0.464,0.012,0.391,0.003,0.111,0.02
random,0.217109,0.28,0.276,0.029,0.052,0.219,0.144
random,0.217096,0.428,0.0,0.146,0.043,0.077,0.305
random,0.217095,0.216,0.261,0.048,0.166,0.009,0.3
random,0.217058,0.704,0.04,0.055,0.059,0.084,0.059
random,0.217014,0.649,0.092,0.0,0.107,0.003,0.149
random,0.216978,0.12,0.028,0.135,0.572,0.0,0.145
random,0.216932,0.393,0.208,0.273,0.028,0.077,0.021
random,0.216915,0.364,0.112,0.118,0.011,0.052,0.343
random,0.216892,0.284,0.076,0.022,0.177,0.246,0.196
random,0.216865,0.588,0.012,0.044,0.142,0.084,0.13
random,0.216839,0.317,0.267,0.103,0.025,0.204,0.084
random,0.216826,0.376,0.1,0.128,0.145,0.099,0.153
random,0.216808,0.146,0.513,0.104,0.0,0.088,0.148
random,0.216794,0.301,0.023,0.015,0.355,0.2,0.106
random,0.216778,0.442,0.085,0.046,0.191,0.229,0.008
random,0.216777,0.187,0.025,0.041,0.359,0.171,0.216
random,0.216771,0.237,0.336,0.004,0.123,0.003,0.297
random,0.216737,0.114,0.01,0.271,0.6,0.0,0.005
random,0.216721,0.344,0.006,0.245,0.011,0.09,0.304
random,0.216704,0.301,0.01,0.061,0.208,0.172,0.247
random,0.216695,0.188,0.239,0.137,0.197,0.088,0.152
random,0.216673,0.389,0.31,0.026,0.003,0.01,0.262
random,0.216673,0.556,0.042,0.148,0.011,0.004,0.239
random,0.216649,0.569,0.133,0.223,0.018,0.022,0.034
random,0.216632,0.394,0.075,0.369,0.011,0.069,0.082
random,0.216621,0.387,0.121,0.246,0.004,0.203,0.038
random,0.216618,0.339,0.273,0.065,0.088,0.231,0.005
random,0.216618,0.455,0.047,0.0,0.191,0.002,0.305
random,0.216616,0.433,0.217,0.001,0.084,0.209,0.055
random,0.21656,0.415,0.084,0.246,0.007,0.138,0.111
random,0.216527,0.392,0.005,0.298,0.213,0.003,0.09
random,0.216518,0.388,0.074,0.056,0.168,0.074,0.241
random,0.216489,0.205,0.316,0.269,0.06,0.094,0.057
random,0.21647,0.438,0.045,0.207,0.124,0.134,0.052
random,0.216463,0.173,0.409,0.353,0.002,0.006,0.058
random,0.216463,0.192,0.393,0.194,0.013,0.07,0.139
random,0.216435,0.339,0.186,0.233,0.079,0.062,0.1
random,0.216433,0.086,0.426,0.007,0.368,0.035,0.078
random,0.216421,0.563,0.001,0.066,0.157,0.214,0.0
random,0.216421,0.093,0.376,0.029,0.297,0.06,0.146
random,0.216413,0.184,0.426,0.136,0.013,0.087,0.155
random,0.216411,0.105,0.442,0.014,0.336,0.042,0.06
random,0.216383,0.215,0.234,0.0,0.196,0.038,0.316
random,0.216355,0.125,0.028,0.055,0.492,0.116,0.184
random,0.216355,0.521,0.183,0.033,0.023,0.061,0.179
random,0.216337,0.232,0.037,0.35,0.366,0.006,0.009
random,0.216292,0.104,0.217,0.064,0.344,0.108,0.162
random,0.216224,0.537,0.008,0.236,0.046,0.154,0.018
random,0.216222,0.188,0.305,0.037,0.176,0.01,0.283
random,0.216214,0.387,0.164,0.141,0.006,0.087,0.215
random,0.21619,0.56,0.086,0.032,0.003,0.174,0.143
random,0.216179,0.673,0.073,0.152,0.009,0.086,0.007
random,0.21616,0.085,0.114,0.19,0.49,0.088,0.032
random,0.21615,0.538,0.049,0.167,0.101,0.035,0.11
random,0.216141,0.3,0.295,0.084,0.035,0.287,0.0
random,0.216105,0.317,0.079,0.291,0.014,0.003,0.296
random,0.216098,0.412,0.073,0.146,0.144,0.095,0.129
random,0.216083,0.595,0.095,0.09,0.011,0.034,0.175
random,0.216067,0.23,0.372,0.39,0.004,0.005,0.0
random,0.216015,0.23,0.163,0.172,0.163,0.235,0.038
random,0.216015,0.264,0.329,0.351,0.019,0.019,0.017
random,0.216004,0.264,0.114,0.382,0.023,0.036,0.181
random,0.216003,0.156,0.569,0.011,0.021,0.012,0.231
random,0.21599,0.364,0.116,0.085,0.093,0.141,0.201
random,0.215981,0.404,0.167,0.153,0.126,0.028,0.121
random,0.21598,0.343,0.132,0.086,0.018,0.088,0.333
random,0.215978,0.338,0.202,0.112,0.06,0.169,0.12
random,0.215974,0.476,0.081,0.067,0.014,0.164,0.199
random,0.21596,0.336,0.039,0.41,0.092,0.092,0.03
random,0.215911,0.113,0.406,0.106,0.186,0.133,0.056
random,0.215868,0.683,0.011,0.121,0.026,0.098,0.061
random,0.215848,0.256,0.308,0.081,0.011,0.185,0.158
random,0.215845,0.052,0.096,0.12,0.613,0.117,0.001
random,0.215839,0.18,0.412,0.149,0.01,0.128,0.12
random,0.215831,0.441,0.241,0.037,0.056,0.002,0.223
random,0.215779,0.562,0.094,0.141,0.01,0.029,0.163
random,0.215715,0.309,0.05,0.214,0.062,0.068,0.297
random,0.215703,0.753,0.017,0.007,0.099,0.012,0.112
random,0.215696,0.566,0.125,0.049,0.035,0.21,0.015
random,0.215664,0.224,0.189,0.344,0.08,0.102,0.061
random,0.215662,0.667,0.013,0.057,0.027,0.1,0.137
random,0.21566,0.324,0.065,0.397,0.194,0.019,0.001
random,0.215641,0.331,0.062,0.017,0.183,0.054,0.352
random,0.215583,0.456,0.028,0.146,0.055,0.073,0.242
random,0.215577,0.348,0.085,0.517,0.003,0.01,0.037
random,0.21557,0.185,0.418,0.151,0.009,0.034,0.203
random,0.215561,0.451,0.147,0.019,0.138,0.154,0.091
random,0.21553,0.197,0.129,0.308,0.355,0.004,0.007
random,0.215504,0.16,0.062,0.231,0.325,0.146,0.076
random,0.215502,0.557,0.158,0.151,0.011,0.096,0.028
random,0.215494,0.08,0.003,0.153,0.649,0.002,0.112
random,0.215488,0.311,0.144,0.285,0.024,0.007,0.229
random,0.215488,0.458,0.01,0.07,0.064,0.075,0.324
random,0.215467,0.203,0.323,0.178,0.157,0.003,0.136
random,0.215462,0.412,0.093,0.457,0.003,0.026,0.01
random,0.215456,0.215,0.33,0.196,0.058,0.024,0.177
random,0.215437,0.455,0.108,0.24,0.119,0.065,0.013
random,0.215424,0.447,0.085,0.012,0.094,0.098,0.265
random,0.21541,0.316,0.007,0.422,0.157,0.096,0.001
random,0.215392,0.365,0.071,0.407,0.089,0.055,0.013
